x
MIR4657///PURB
IFI44
PDXDC1
IGFBP3
RNASET2
GUCY1B3
LAMA2
GMPR
ZMAT1
SLC35A2
EFNB2
CSMD1
ITPKB
STRN
SLC22A25
BRD7
USP34
SLC2A14///SLC2A3
RAB18
SNORA70///RPL10
SCML1
NR4A2
BCL10
LOC105372404
OR8G2
SKP1
RAPGEF1
LOC100507281
NUP58
PIK3R1
SFT2D3///WDR33
DENND1B
FBXO32
CD24
PIK3C2A
TRA2A
LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B
LOC101927178///FAM177A1
FBXL17
FANCM
RRM2
ZNF700
LOC102725420///LOC102724888
RORA-AS1
ITGB2-AS1
CCZ1B
N4BP2L2
ZNF831
RCSD1
LOC100506639///ZNF131
NLRP12
TAF9B
PLXDC2
MIR4680///PDCD4
YME1L1
LOC401261
IDS
ADAM9
SIK3
MIR6080///MIR4315-1///MIR4315-2///PLEKHM1P1///PLEKHM1
RUFY2
MBP
C6orf62
WDR91
RORA
ADHFE1
JAKMIP2-AS1
AQP4
HIST1H2AC
CD163
KRAS
PRDM1
CLK1
PTGER4
PDCD4
CFHR1///CFH
CABP5
EPG5
MED13L
DCUN1D1
PPP3R2
NDUFV2-AS1
ACVR2A
ARHGAP22
ZFP36
MALAT1
ICE2
GAS2L1
PHACTR2
FTH1
FRMD3
LRRC7
MYO1G
TTBK2
EME2
FGF9
WNK2
EFHC2
ANK3
HLA-DPB1
DDX6
PCNX1
IFNL3///IFNL2
KCNN2
KYNU
ADAMTS19
COL12A1
DMXL2
SGTB
ELOVL5
CRIPAK
SGSH
LOC101927272
PDE7A
SP140L
RABGEF1
SRGN
PWAR6
LINC00894
HNRNPA1
ARHGAP5
KRT7
FAM160B2
TCP11L2
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD
PDE3A
RNF103
SYTL3
GSPT1
LOC101928623///LOC401320
TMEM40
TMX2-CTNND1///CTNND1
DOPEY2
CDK19
TMEM169
LOC101060521///POLR3E
TSPAN18
STXBP6
C5orf56
ZNF776
LINC00515
ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A
ZNF638-IT1///ZNF638
DIAPH2
C2orf88
ATXN8OS
JMJD6
RAI2
WWTR1
RALGPS2
PPP2R5C
BCL11B
ABCC11
ADAMTS9-AS2
ARSG
ASPA
MGC2889
PPIC
MLH3
ABCG1
ITPRIP
SNU13
43345
ZBTB1
TP53INP2
SPARC
LOC284242
RALGAPA2
RCHY1
SLC22A23
CAPZA2
RGMB
CCDC116
PRKAR2B
MBNL2
GATA4
SLC18B1
CCDC153
HES1
PPP1R1A
MGST1
CD53
CCIN
FOSL2
TSNAX-DISC1///DISC1
INPP4A
MCMDC2
LYPD3
BEST3
KDM7A
MLC1
TSHR
OR2M4
MED26
CREBZF
ASAP1-IT1
LOC100507258///CA13
VCPKMT
ARL4C
ANKRD36B
USP36
FRY
SESTD1
CCDC88C
OCIAD1
HSPA12B
NEO1
NAP1L4
LINC01049
SCAF11
ANKHD1
DSE
LTBP1
ANKRD36BP2
TC2N
SFPQ
MUC20
TNFAIP3
WDFY2
HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI
SRSF1
PPP1R16B
LGALSL
WDR86
CLU
CACNB2
PAPD4
FYB
A2M-AS1
ADNP2
RAP2B///RAP2A
SH3BGRL
HBP1
F13A1
XYLT1
PEAR1
TRBV27
LOC106146153
INPP5D
PLCL1
CCND3
PCSK5
LOC285097
SATB1
LOC101929034
NAMPT
HIST1H4H
PARVB
ZBTB38
LINC01600
LOC285147
PPA2
UBE2Q1
ANKDD1A
CRLS1
MGEA5
ZNF638
YES1
PRICKLE1
EPB41L1
NAT8B
CLDN5
NKTR
PPP4R3B
MAX
BTN1A1
LOC102725213///LOC100507387///FAM153A///FAM153B
MCPH1
KCNJ15
ZNF250
CDKAL1
TFG
PTCRA
EPHA4
FAR2
LOC100131541
LOC101928504
SRSF4
GPR1-AS
LOC102724162
CYBRD1
ARFGEF2
ZNF826P
WNT8B
PRTFDC1
PDE4D
ARID1B
ST8SIA1
MYL9
KIAA1257
HIST1H2BK
NPCDR1
TTLL5
STARD8
MAST2
COQ8B
LOC101929774
LOC158863
GNAS
LOC100288637///ARHGAP11B
SLC43A2
PTPRM
BORCS5
MYT1L
MTIF3
CUX1
SEC14L1
FSTL1
WISP2
NGLY1
HOXD11
SNORA28///EIF5
PML
SELP
TIPARP
LOC643549///PCIF1
GLIS3
PANK2
SIK1
IDI1
PLXNA4
FASTKD2
MAFF
HTRA1
GPHN
XK
SLC14A1
IGHM///IGHG1
CARMIL1
TRIM44
KIF5C
DDX50
SNTG1
ATAD2B
HGD
PGAP1
MAGEB1
FOXN4
PATJ
CTDSPL
TMEM107
GOLGA4
ACACB
APCDD1L-AS1
BLK
THADA
PNKD
LOC401317///CREB5
SHISA2
SLC3A1
LINC00176
BCOR
ST18
DEFA1B///DEFA3///DEFA1
CELF2
CREBRF
HIST1H2AM
LOC102723335
RNF144B
MEF2C
LOC100507351
GPR26
ANKRD28
LOC105369662
MED23
RSPH3
ITIH4
SEC23A
RHOBTB1
C8orf46
RBL1
ADAM23
DICER1
RASGRF2
TLR1
ZNF226
SBF2
SREK1
PACSIN1
EPB41L5
WHAMMP2///WHAMMP3
MGP
AMER3
NRP2
SLC44A5
CES4A
ATOH7
CD36
FRAS1
HBA2///HBA1
SPECC1
RCBTB2
TSHZ2
ETV4
TBRG1
TRIM58
HELB
PDP1
LOC285957
ERV3-2
LPL
TTN
PDCL2
RPS27
ATG16L1
PCDH11Y///PCDH11X
REXO1L1P
SOCS3
TSGA13
ADAM12
LOC646626
FAM13A
FZD4
FBRSL1
OVGP1
ADD3
TCF3
LRRC70///IPO11
HFE
SP100
MYLK
PABPC1
LOC153811///RNF130
ZDBF2
MTURN
FOSB
COX4I1
PDK1
PPIL2
ALDH1L1-AS2
PSMB1
GADD45B
HOXB-AS3
CCDC91
DOCK4
FYN
KLF4
DCAF16
STXBP3
LOC102723600///MIR1302-11///MIR1302-10///MIR1302-9///MIR1302-2
TMTC1
CLIC5
ADCY1
TRIP12
AGAP6
ART1
TRPC1
TXK
EPHA5
PSMD6-AS2
KRTAP1-1
PPFIBP1
MAPT-AS1
SHANK2
CATSPER1
NINJ2
MPP7
PF4V1
TRIM33
SORL1
PTK2
SESN3
CLN8
CCL24
GGT7
FOS
TTC29
LOC101930112///SPG7
CTNNB1
SDPR
XDH
MPL
SQSTM1
TMEM71
KIR3DS1
IKZF4
RC3H2
TMEM135
COLQ
FNBP1
PCCA
RUBCN
NFIB
TNFRSF17
RBM25
SCG5
HIBADH
HAL
BAIAP2L2
CST3
EXOC6
HLA-DRB4
OR7A17
KNL1
AFF4
GABBR1
PIK3CB
JAK1
JUN
KLF9
C2CD3
TMEM161B
TENM1
UBE2B
ASAP1-IT2
SERPINB1
CSRNP1
SPATA6
HNRNPH1
TPM1
LOC101929240///SNRNP200
CPXM2
MAS1L
TRIM52-AS1
FBXO24
CDH6
ZNRD1ASP
ENPP1
MIDN
PCMTD1
BCL2L13
SRSF3
WIPF1
PIK3C3
SLC38A6
TCEAL2
MAOB
BLZF1
ATXN7
RFC1
ANXA2P1
ERCC6L2
GUCY1A3
C1orf116
NLRP14
P2RY10
DCAF1
RRN3P2
ALOX12
PSMD6
ALDH8A1
FAM186A
BCL2
LOC100130476
LINC00565
GOSR2
IL31RA
FAM86B3P
FRYL
CREM
ZNF532
AHNAK
VAPB
SSX7///SSX3///SSX5
CTB-12O2.1
DEFA4
LSM4
LOC101928554
PARP8
SLC30A4
ITGA6
RBM43
SGSM1
LTF
CCNT2-AS1
LIPE
PHEX-AS1
IFRD1
TFDP2
PCBP1-AS1
EIF4A2
TRHR
OAS3
AK5
43166
CITED2
LINC00486
MED27
MYRFL
KLF3
RBFA
MYO3B
ANXA2R
MTSS1
MPO
PBX1
EDRF1
ERICH1-AS1
TMC8
CPEB2
EDA
ACSL6
CLEC1B
PER3
LMF1
EML4
MIATNB
SEMA5B
KLHL3
IRX3
CEP128
CYP2W1
SIRPG
FOXR1
NUP62CL
SOBP
NR1H4
PPWD1
HMCN2
TNRC6C-AS1
GFM1
PCNP
SNURF///SNRPN
PIWIL4
SH3TC1
UTS2
LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH
CATSPERG
ASAP2
DCAF13
ST6GALNAC1
GRAMD4
CHDH
LARGE1
SF1
PDZK1IP1
EIF4E3
GRM8
KIAA1683
ABCC9
VIM
CXCL16
GNAZ
PPP2R2B
TIMP2
PRAMEF2///PRAMEF1
TUBB1
MEX3C
PDCD4-AS1
DENND3
SPTAN1
DZANK1
GRHL1
CCDC141
VPS13D
UCMA
FCAR
NCAPG
C5
CDC14B
EP400NL
TAF11
RGS18
GFI1B
EMP1
PCDHGA3
MICALL2
FGA
VPS37B
LOC642696
VCL
PFKFB2
ANKUB1
TAGAP
FCN1
EDNRA
LINC00308
ZNF442
MAGI1-IT1
LINC00029
ZFYVE16
DSCR8
LOC100129603
PERP
EPSTI1
MIR24-2///MIR23A///LOC284454
EPHA3
CLRN1
NID1
CDKN1C
PHF11
ATP9A
TP53INP1
CRYBB2P1
LINC01583
NFIA
TCL1B
LRRC69
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2
NCAM1
ATF2
CD69
MLF1
RTN4
ATM
OPHN1
ZFAND6
HNRNPD
NSUN6
SAMD4B
KIAA0408
SLC20A1
HP
CABP1
NR4A3
TRAPPC9
TNNT1
NOS1
SNRK
VNN2
DUSP16
MRC1
GRB14
DDC
NUP43
LOC102800447///LOC101930566
LINC00908
MYBL1
CORO7
KRT73
IGHV7-81
LINC01105
ITGA2B
SLC6A4
PARD3
ERMN
DOK7
PTPN18
LIPJ
CCDC180///LOC100499484-C9ORF174
RGS20
DDX11L2
KDM4B
LOC100129973
FUT8
GP6
VEPH1
ZNF300P1
OR2C1
COL1A1
EED
SLC6A13
LY6G6F///LY6G6D
OR2B3
LOC145474
ANKRD26P3
NR3C2
SCARB2
PIAS2
JUND
TMCC1
CPNE5
LCP2
DSERG1
TBC1D9
CSGALNACT1
STAT5B
AREL1
METTL14
NCR3LG1
WDR27
RPPH1
EPB41L3
SSTR1
CCDC149
ZNF441
TMEM88
LINC01224
RASGRP2
FAM187A///CCDC103
AREG
SYTL4
SMAD7
ACKR3
LOC101927450
CD99L2
TRIM7
ZCCHC24
RBPMS2
TNKS
MEG3
GTPBP2
MAPK6
C21orf91-OT1
ICOS
LRRC37A8P
CR1
HS3ST6
PPP1R2P9
OSER1-AS1
CWH43
LOC102723809
LOC101929148
GNB5
LZTS1
SPTBN1
CNN1
TIRAP
PDPN
LOC101929949
STX17-AS1
BEND7
ARHGEF40
CRISP3
SEC14L2
SSH2
KLHL22
WAC
RIPK1
HDAC9
SCGB2A1
WHAMM
MOBP
LENG8
ARHGAP21
PKD1L1
ACSF2
FLT4
PLXNC1
DRAXIN
BCO2
FBXL20
TCTE3
CAMSAP1
GDAP1
PRAMEF12
TOB1
AKAP13
TMC4
NSUN7
EBF1
UROC1
TMC1
RAB37
LOC729652
KLRB1
KRT25
CYP4F3
GABARAPL3///GABARAPL1
ZNF165
PPARGC1A
OMD
IMPG1
PCDHA2///PCDHA3
TRPM3
COLCA1
ZC3H14
TGFB1I1
DPYD
KCNMB3
DNAJC7
LOC105378311
NPL
LRIG2
BRWD1
RNU6-501P
LOC100996843
LOC105371920
LATS1
THBD
HTR7
ARHGAP18
FBXW12
MSRB3
SPATS2L
HRASLS
UBE2H
ABLIM3
OR6A2
MFAP3L
LRRC37A3
ZP1
ZDHHC21
TPPP
NSG1
C2
DPEP3
NAV2
TKTL1
RGS1
ARHGEF9
NASP
HBZ
CCDC7
PDE5A
FAM20C
MFSD4A
LPAR6
ISM1-AS1
GNAL
ENOSF1
ARHGAP24
CLRN1-AS1
CYBB
LOC101926951///PCDH20
SOX11
CHI3L1
ATP1B3
DR1
LOC101928834
LVRN
HECTD4
ID2B
PLK2
COBL
CLASP2
AKT2
MSLN
ZBED3-AS1
LPA
RNF217
ZNF254
CHD7
ZBTB24
CUL3
CLEC12A
AKAP9
ACSBG1
HECTD1
KIF14
GTF2A1L
STAB1
SH3BGRL2
C3orf62
GCOM1///POLR2M
PYCARD-AS1
SMNP
TRPA1
FAM221B
MGAM
ERICH1
BTD
DIP2C
FAM111B
LINC00907
ZCCHC14
ABCA13
GPX8
LOC643659
NUDT4
RAB11FIP4
FAM149A
SPTA1
SLC9A9
INPP4B
MS4A3
SMIM5
TTC17
CNOT7
TMEM100
OR1J2
ADSSL1
KIR3DL2///KIR3DL1
DOCK9
CCDC65
LOC101926887///LIPA
CXCR4
MEIS1
ARHGAP36
SNAP25
ZMYND12
LOC101060604///SMG1P3///SLC7A5P1
ZC3H12B
CD83
MKI67
HSPD1
B3GAT2
IGK///IGKC
COA1
INTS10
ENTPD1
NEURL2
TSC22D3
STON1
MEOX1
LOC100130872///SPON2
TAF15
GYG2
LHX2
HOXD4
LOC101929747
LEPROT///LEPR
ING5
NAV3
WDR7
CLCN4
LOC101927709
ASIP
L3MBTL1
GP9
DDR2
FBXO3
GADD45G
FAHD2CP
KDM6B
LINC00161
TMOD1
SYCP2
SLC16A10
SCUBE2
PRKD3
ADAMTS12
SUCLG2-AS1
FAM43A
CDK17
MYL12A
SIAH1
KIAA1107
DHX57
LINC01588
LOC102724938

